Sequence,Time,File,RangeOffset,RangeLength,Text,Language,Type
293,461035,"dev/ABC424b.py",364,0,"i",python,content
294,461129,"dev/ABC424b.py",365,0,"n",python,content
295,461271,"dev/ABC424b.py",366,0,"t",python,content
296,461763,"dev/ABC424b.py",362,5,"",python,content
297,462111,"dev/ABC424b.py",362,0,"o",python,content
298,462191,"dev/ABC424b.py",363,0,"u",python,content
299,462287,"dev/ABC424b.py",364,0,"t",python,content
300,462859,"dev/ABC424b.py",362,3,"",python,content
301,463575,"dev/ABC424b.py",362,0,"@",python,content
302,463922,"dev/ABC424b.py",363,0,"r",python,content
303,464130,"dev/ABC424b.py",363,1,"",python,content
304,464272,"dev/ABC424b.py",362,1,"",python,content
305,464446,"dev/ABC424b.py",362,0,"p",python,content
306,464523,"dev/ABC424b.py",363,0,"r",python,content
307,464621,"dev/ABC424b.py",364,0,"i",python,content
308,464704,"dev/ABC424b.py",365,0,"n",python,content
309,464751,"dev/ABC424b.py",366,0,"t",python,content
310,465062,"dev/ABC424b.py",367,0,"()",python,content
311,465424,"dev/ABC424b.py",368,0,"*",python,content
312,466875,"dev/ABC424b.py",369,0,"w",python,content
313,466989,"dev/ABC424b.py",370,0,"i",python,content
314,467073,"dev/ABC424b.py",371,0,"n",python,content
315,467212,"dev/ABC424b.py",372,0,"n",python,content
316,467277,"dev/ABC424b.py",373,0,"e",python,content
317,467573,"dev/ABC424b.py",369,5,"winner",python,content
318,475170,"dev/ABC424b.py",170,16,"",python,content
318,475170,"dev/ABC424b.py",170,16,"",python,content
319,475170,"dev/ABC424b.py",154,0,"    winner = []\n",python,content
320,475330,"dev/ABC424b.py",186,28,"",python,content
320,475330,"dev/ABC424b.py",186,28,"",python,content
321,475330,"dev/ABC424b.py",170,0,"    N,M,K = splitA(input())\n",python,content
322,483054,"dev/ABC424b.py",287,1,"",python,content
323,483213,"dev/ABC424b.py",287,1,"",python,content
324,483356,"dev/ABC424b.py",287,1,"",python,content
325,483502,"dev/ABC424b.py",287,1,"",python,content
326,483656,"dev/ABC424b.py",287,1,"",python,content
327,487084,"dev/ABC424b.py",313,1,"",python,content
328,487237,"dev/ABC424b.py",313,1,"",python,content
329,487386,"dev/ABC424b.py",313,1,"",python,content
330,487555,"dev/ABC424b.py",313,1,"",python,content
331,487656,"dev/ABC424b.py",313,1,"",python,content
332,525373,"dev/ABC424c.py",0,0,"# ABC424c\n# 2025-09-20 20:38:35\n\ndef main():\n    # 関数定義スペース\n\n    def func():\n        ...\n\n    ...    \n    # 入力スペース\n\n    N = splitN(input())\n    H, W = splitA(input())\n    A = splitA(input())\n    S = splitS(input())\n    S = splitB(input())\n\n    ...\n\n    # 処理スペース\n\n\n\n\n\n\n    ...\n\n\n\n# テストケース中枢処理\ndef case():\n    TESTCASE = 1\n    # TESTCASE = int(input()) # テストケース数の指定\n    for _ in range(TESTCASE):\n        try:\n            main()\n        except solvedException:\n            continue\n        # raise unSolvedExeption\n\n\n# インポート\nimport sys, itertools, math, heapq\nfrom collections import defaultdict, deque\nfrom sortedcontainers import SortedSet, SortedList, SortedDict  # CPython?\n\n# 定数・環境設定\nsys.setrecursionlimit(10**8)\nsys.set_int_max_str_digits(0)\ndict = defaultdict\nUPPER_ALPHABET = ""ABCDEFGHIJKLMNOPQRSTUVWXYZ""\nLOWER_ALPHABET=""abcdefghijklmnopqrstuvwxyz""\nMOD = 998244353\nMAX = 10**18\nLRUD = [(0, 1), (0, -1), (1, 0), (-1, 0)]\nLURULDRD = [(-1, -1), (-1, 1), (1, -1), (1, 1)]\n\n# 各種関数定義(超圧縮)\n## 便利関数\ndef printe(*values,sep="" "",end=""\n""):print(*values,sep=sep,end=end); fin()\ndef prin(stop=False,sep="" "",end=""\n"",file=sys.stdout):return (lambda*values:printe(*values,sep=sep,end=end)) if stop else (lambda*values:print(*values,sep=sep,end=end,file=file))\ndef yes(f=True): printe(""Yes"") if (f) else None\ndef no(f=True): printe(""No"") if (f) else None\ndef debug(*values,sep="" "",end=""\n""): print(*values,sep=sep,end=end,file=sys.stderr)\ndef printYN(f:bool): yes() if f else no()\ndef fin(f=True): raise solvedException if f else None\n## 分割関数\ndef split(value:str|list,sep:str="" "",func:callable=str) -> list:\n    result = []\n    if type(value) == list:\n        for i in range(len(value)):\n            result.append(split(value[i],sep))\n        return result\n    else:\n        if sep in value:\n            for i in value.split(sep):\n                result.append(func(i))\n        else:\n            result.append(func(value))\n        return result\n## 入力受け取り用\ndef input():return(sys.stdin.readline()).rstrip() #入力定数倍\ndef splitS(value:str|list,sep:str="" "")->str:return split(value,sep)[0] #文字列・分割して最初\ndef splitN(value:str|list,sep:str="" "")->int:return split(value,sep,int)[0] # 整数・分割して最初\ndef splitB(value:str|list,sep:str="" "")->list:return list(split(value,sep)) # 文字列・分割してすべて\ndef splitA(value:str|list,sep:str="" "")->list:return list(split(value,sep,int)) # 整数・分割してすべて\n\n# 例外クラス\nclass solvedException(Exception): pass # 処理打ち切り例外\nclass unSolvedExeption(Exception): # 回答未出力例外\n    def __init__(description = ""解答が出力されていません。""): super().__init__(description)\n\n# 実行\nif __name__ == ""__main__"":\n    case()\n",python,tab
333,535892,"dev/ABC424c.py",144,0,"# ",python,content
334,536338,"dev/ABC424c.py",173,0,"# ",python,content
335,536712,"dev/ABC424c.py",199,0,"# ",python,content
336,537175,"dev/ABC424c.py",225,0,"# ",python,content
337,538755,"dev/ABC424c.py",144,2,"",python,content
338,539919,"dev/ABC424c.py",139,0,"\n    ",python,content
339,540334,"dev/ABC424c.py",144,0,"f",python,content
340,540365,"dev/ABC424c.py",145,0,"o",python,content
341,540519,"dev/ABC424c.py",146,0,"r",python,content
342,540671,"dev/ABC424c.py",147,0," ",python,content
343,540773,"dev/ABC424c.py",148,0,"i",python,content
344,540919,"dev/ABC424c.py",149,0," ",python,content
345,540965,"dev/ABC424c.py",150,0,"i",python,content
346,541039,"dev/ABC424c.py",151,0,"n",python,content
347,541124,"dev/ABC424c.py",152,0," ",python,content
348,541529,"dev/ABC424c.py",153,0,"r",python,content
349,541716,"dev/ABC424c.py",154,0,"a",python,content
350,541749,"dev/ABC424c.py",155,0,"n",python,content
351,541871,"dev/ABC424c.py",156,0,"g",python,content
352,541951,"dev/ABC424c.py",157,0,"e",python,content
353,542719,"dev/ABC424c.py",158,0,"()",python,content
354,543030,"dev/ABC424c.py",159,0,"N",python,content
355,543526,"dev/ABC424c.py",161,0,":",python,content
356,543560,"dev/ABC424c.py",162,0,"\n        ",python,content
357,544045,"dev/ABC424c.py",171,5,"",python,content
358,544678,"dev/ABC424c.py",171,1,"",python,content
359,544932,"dev/ABC424c.py",171,0,"a",python,content
360,546071,"dev/ABC424c.py",174,1,"",python,content
361,546520,"dev/ABC424c.py",174,0,"b",python,content
362,619387,"dev/ABC424c.py",139,0,"\n    ",python,content
363,619629,"dev/ABC424c.py",144,0,"s",python,content
364,619790,"dev/ABC424c.py",145,0,"k",python,content
365,619989,"dev/ABC424c.py",146,0,"i",python,content
366,620091,"dev/ABC424c.py",147,0,"l",python,content
367,620289,"dev/ABC424c.py",148,0,"l",python,content
368,621046,"dev/ABC424c.py",149,0,"s",python,content
369,621299,"dev/ABC424c.py",150,0," ",python,content
370,621446,"dev/ABC424c.py",151,0,"^",python,content
371,623244,"dev/ABC424c.py",152,0," ",python,content
372,623758,"dev/ABC424c.py",152,1,"",python,content
373,623926,"dev/ABC424c.py",151,1,"",python,content
374,624069,"dev/ABC424c.py",150,1,"",python,content
375,624589,"dev/ABC424c.py",150,0," ",python,content
376,624824,"dev/ABC424c.py",151,0,"~",python,content
377,625012,"dev/ABC424c.py",152,0," ",python,content
378,625616,"dev/ABC424c.py",152,1,"",python,content
379,625725,"dev/ABC424c.py",151,1,"",python,content
380,625970,"dev/ABC424c.py",151,0,"=",python,content
381,626116,"dev/ABC424c.py",152,0," ",python,content
382,626545,"dev/ABC424c.py",153,0,"d",python,content
383,626616,"dev/ABC424c.py",154,0,"i",python,content
384,626770,"dev/ABC424c.py",155,0,"c",python,content
385,626849,"dev/ABC424c.py",156,0,"t",python,content
386,627117,"dev/ABC424c.py",157,0,"()",python,content
387,629167,"dev/ABC424c.py",213,0,"\n        ",python,content
388,629464,"dev/ABC424c.py",222,0,"d",python,content
389,629759,"dev/ABC424c.py",222,1,"",python,content
390,629918,"dev/ABC424c.py",222,0,"s",python,content
391,630007,"dev/ABC424c.py",223,0,"k",python,content
392,630152,"dev/ABC424c.py",224,0,"i",python,content
393,630278,"dev/ABC424c.py",225,0,"l",python,content
394,630357,"dev/ABC424c.py",226,0,"l",python,content
395,630748,"dev/ABC424c.py",222,5,"skills",python,content
396,631134,"dev/ABC424c.py",228,0,"[]",python,content
397,632110,"dev/ABC424c.py",229,0,"a",python,content
398,633491,"dev/ABC424c.py",229,1,"",python,content
399,633684,"dev/ABC424c.py",228,2,"",python,content
400,633946,"dev/ABC424c.py",228,5,"",python,content
401,634095,"dev/ABC424c.py",222,6,"",python,content
402,635807,"dev/ABC424c.py",222,74,"",python,content
403,652242,"dev/ABC424c.py",222,0,"s",python,content
404,652376,"dev/ABC424c.py",223,0,"k",python,content
405,652614,"dev/ABC424c.py",224,0,"i",python,content
406,652714,"dev/ABC424c.py",225,0,"l",python,content
407,652868,"dev/ABC424c.py",222,4,"skills",python,content
408,653090,"dev/ABC424c.py",228,0,"[]",python,content
409,653533,"dev/ABC424c.py",229,0,"a",python,content
410,653619,"dev/ABC424c.py",230,0,"a",python,content
411,654077,"dev/ABC424c.py",230,1,"",python,content
412,655292,"dev/ABC424c.py",230,1,"",python,content
413,655460,"dev/ABC424c.py",229,1,"",python,content
414,657255,"dev/ABC424c.py",228,1,"",python,content
415,657573,"dev/ABC424c.py",222,6,"",python,content
416,659362,"dev/ABC424c.py",222,0,"i",python,content
417,660059,"dev/ABC424c.py",223,0,"f",python,content
418,661004,"dev/ABC424c.py",222,2,"",python,content
419,674819,"dev/ABC424c.py",159,0,"\n    ",python,content
420,680956,"dev/ABC424c.py",160,4,"",python,content
420,680956,"dev/ABC424c.py",160,4,"",python,content
421,680956,"dev/ABC424c.py",144,6,"",python,content
422,681252,"dev/ABC424c.py",144,0,"g",python,content
423,681271,"dev/ABC424c.py",145,0,"o",python,content
424,681448,"dev/ABC424c.py",146,0,"t",python,content
425,681753,"dev/ABC424c.py",147,0,"_",python,content
426,682546,"dev/ABC424c.py",148,0,"s",python,content
427,682692,"dev/ABC424c.py",149,0,"k",python,content
428,682813,"dev/ABC424c.py",150,0,"i",python,content
429,682960,"dev/ABC424c.py",151,0,"l",python,content
430,683112,"dev/ABC424c.py",152,0,"l",python,content
431,683267,"dev/ABC424c.py",153,0,"s",python,content
432,684205,"dev/ABC424c.py",161,2,"",python,content
433,684392,"dev/ABC424c.py",157,4,"",python,content
434,685036,"dev/ABC424c.py",157,0,"[]",python,content
435,688295,"dev/ABC424c.py",223,0,"i",python,content
436,688351,"dev/ABC424c.py",224,0,"f",python,content
437,688529,"dev/ABC424c.py",225,0," ",python,content
438,689176,"dev/ABC424c.py",226,0,"a",python,content
439,689421,"dev/ABC424c.py",227,0," ",python,content
440,691290,"dev/ABC424c.py",228,0,"=",python,content
441,691496,"dev/ABC424c.py",229,0,"=",python,content
442,691736,"dev/ABC424c.py",230,0," ",python,content
443,692510,"dev/ABC424c.py",230,1,"",python,content
444,692692,"dev/ABC424c.py",229,1,"",python,content
445,692888,"dev/ABC424c.py",228,1,"",python,content
446,693326,"dev/ABC424c.py",226,2,"",python,content
447,693496,"dev/ABC424c.py",223,3,"",python,content
448,693640,"dev/ABC424c.py",215,8,"",python,content
449,696474,"dev/ABC424c.py",160,0,"    ",python,content
450,697312,"dev/ABC424c.py",164,0,"S",python,content
451,697359,"dev/ABC424c.py",165,0,"K",python,content
452,697548,"dev/ABC424c.py",166,0,"I",python,content
453,698336,"dev/ABC424c.py",166,1,"",python,content
454,698493,"dev/ABC424c.py",165,1,"",python,content
455,698641,"dev/ABC424c.py",164,1,"",python,content
456,698799,"dev/ABC424c.py",164,0,"s",python,content
457,699026,"dev/ABC424c.py",165,0,"K",python,content
458,699284,"dev/ABC424c.py",166,0,"I",python,content
459,699448,"dev/ABC424c.py",167,0,"L",python,content
460,699629,"dev/ABC424c.py",168,0,"L",python,content
461,699896,"dev/ABC424c.py",169,0," ",python,content
462,700006,"dev/ABC424c.py",170,0,"~",python,content
463,700034,"dev/ABC424c.py",171,0,"=",python,content
464,700181,"dev/ABC424c.py",172,0," ",python,content
465,700396,"dev/ABC424c.py",172,1,"",python,content
466,700546,"dev/ABC424c.py",171,1,"",python,content
467,700706,"dev/ABC424c.py",170,1,"",python,content
468,700948,"dev/ABC424c.py",164,6,"",python,content
469,701347,"dev/ABC424c.py",164,0,"S",python,content
470,701500,"dev/ABC424c.py",165,0,"K",python,content
471,701644,"dev/ABC424c.py",166,0,"I",python,content
472,701772,"dev/ABC424c.py",167,0,"L",python,content
473,701926,"dev/ABC424c.py",168,0,"L",python,content
474,702105,"dev/ABC424c.py",169,0," ",python,content
475,702252,"dev/ABC424c.py",170,0,"=",python,content
476,702421,"dev/ABC424c.py",171,0," ",python,content
477,702522,"dev/ABC424c.py",172,0,"[]",python,content
478,703658,"dev/ABC424c.py",229,0,"    ",python,content
479,703924,"dev/ABC424c.py",233,0,"    ",python,content
480,704328,"dev/ABC424c.py",237,0,"S",python,content
481,704777,"dev/ABC424c.py",238,0,"K",python,content
482,704943,"dev/ABC424c.py",239,0,"I",python,content
483,705332,"dev/ABC424c.py",237,3,"SKILL",python,content
484,705709,"dev/ABC424c.py",242,0,".",python,content
485,705825,"dev/ABC424c.py",243,0,"a",python,content
486,705948,"dev/ABC424c.py",244,0,"p",python,content
487,706091,"dev/ABC424c.py",245,0,"p",python,content
488,706161,"dev/ABC424c.py",246,0,"e",python,content
489,706299,"dev/ABC424c.py",247,0,"n",python,content
490,706364,"dev/ABC424c.py",248,0,"d",python,content
491,706649,"dev/ABC424c.py",243,6,"append",python,content
492,707080,"dev/ABC424c.py",249,0,"()",python,content
493,707293,"dev/ABC424c.py",250,0,"()",python,content
494,707977,"dev/ABC424c.py",251,0,"a",python,content
495,708141,"dev/ABC424c.py",252,0,",",python,content
496,708388,"dev/ABC424c.py",253,0,"b",python,content
497,710084,"dev/ABC424c.py",140,20,"",python,content
498,712623,"dev/ABC424c.py",259,0,"\n",python,content
499,713764,"dev/ABC424c.py",258,0,"\n    ",python,content
500,715192,"dev/ABC424c.py",263,0,"f",python,content
501,715267,"dev/ABC424c.py",264,0,"o",python,content
502,715345,"dev/ABC424c.py",265,0,"r",python,content
503,715508,"dev/ABC424c.py",266,0," ",python,content
504,715584,"dev/ABC424c.py",267,0,"i",python,content
505,715681,"dev/ABC424c.py",268,0," ",python,content
506,715775,"dev/ABC424c.py",269,0,"i",python,content
507,715844,"dev/ABC424c.py",270,0,"n",python,content
508,715856,"dev/ABC424c.py",271,0," ",python,content
509,716824,"dev/ABC424c.py",272,0,"r",python,content
510,716994,"dev/ABC424c.py",273,0,"a",python,content
511,717073,"dev/ABC424c.py",274,0,"n",python,content
512,717220,"dev/ABC424c.py",275,0,"g",python,content
513,717269,"dev/ABC424c.py",276,0,"e",python,content
514,717452,"dev/ABC424c.py",277,0,"()",python,content
515,717748,"dev/ABC424c.py",278,0,"N",python,content
516,718127,"dev/ABC424c.py",280,0,":",python,content
517,718196,"dev/ABC424c.py",281,0,"\n        ",python,content
518,722266,"dev/ABC424c.py",282,8,"",python,content
518,722266,"dev/ABC424c.py",282,8,"",python,content
519,722266,"dev/ABC424c.py",279,1,"",python,content
520,722448,"dev/ABC424c.py",278,1,"",python,content
521,722571,"dev/ABC424c.py",277,1,"",python,content
522,722988,"dev/ABC424c.py",272,5,"",python,content
523,723376,"dev/ABC424c.py",272,0,"S",python,content
524,723430,"dev/ABC424c.py",273,0,"K",python,content
525,723650,"dev/ABC424c.py",274,0,"I",python,content
526,725512,"dev/ABC424c.py",275,0,"L",python,content
527,725699,"dev/ABC424c.py",276,0,"L",python,content
528,728225,"dev/ABC424c.py",258,0,"\n    ",python,content
529,729040,"dev/ABC424c.py",263,0,"s",python,content
530,729201,"dev/ABC424c.py",264,0,"k",python,content
531,729357,"dev/ABC424c.py",265,0,"i",python,content
532,729459,"dev/ABC424c.py",266,0,"l",python,content
533,729855,"dev/ABC424c.py",263,4,"",python,content
534,730096,"dev/ABC424c.py",263,0,"g",python,content
535,730171,"dev/ABC424c.py",264,0,"o",python,content
536,730312,"dev/ABC424c.py",265,0,"t",python,content
537,730615,"dev/ABC424c.py",266,0,"_",python,content
538,730763,"dev/ABC424c.py",267,0,"s",python,content
539,730895,"dev/ABC424c.py",268,0,"k",python,content
540,731039,"dev/ABC424c.py",269,0,"i",python,content
541,731142,"dev/ABC424c.py",270,0,"l",python,content
542,731286,"dev/ABC424c.py",271,0,"l",python,content
543,731536,"dev/ABC424c.py",272,0,"s",python,content
544,731678,"dev/ABC424c.py",273,0," ",python,content
545,731821,"dev/ABC424c.py",274,0,"=",python,content
546,731847,"dev/ABC424c.py",275,0,"~",python,content
547,731948,"dev/ABC424c.py",276,0," ",python,content
548,732369,"dev/ABC424c.py",276,1,"",python,content
549,732535,"dev/ABC424c.py",275,1,"",python,content
550,732636,"dev/ABC424c.py",275,0," ",python,content
551,732782,"dev/ABC424c.py",276,0,"[]",python,content
552,735374,"dev/ABC424c.py",298,0,"\n        ",python,content
